1,1,2,0.18727
2,1,2,0.18834
3,1,2,0.19526
4,1,2,0.20261
5,1,2,0.1775
6,1,2,0.22407
7,1,2,0.21108
8,1,2,0.15214
9,1,2,0.12367
10,1,2,0.19011
11,1,2,0.1711
12,1,2,0.1399
13,1,2,0.14717
14,1,2,0.14451
15,1,2,0.15582
16,1,2,0.13287
17,1,2,0.26399
18,1,2,0.11714
19,1,2,0.065941
20,1,2,0.18989
21,1,2,0.15357
22,1,2,0.13354
23,1,2,0.16607
24,1,2,0.36359
1,1,3,0.13651
2,1,3,0.13534
3,1,3,0.11883
4,1,3,0.129
5,1,3,0.13069
6,1,3,0.14102
7,1,3,0.13351
8,1,3,0.096805
9,1,3,0.089415
10,1,3,0.12925
11,1,3,0.11008
12,1,3,0.11437
13,1,3,0.1097
14,1,3,0.10597
15,1,3,0.1085
16,1,3,0.099507
17,1,3,0.20379
18,1,3,0.094784
19,1,3,0.077906
20,1,3,0.12142
21,1,3,0.097707
22,1,3,0.095818
23,1,3,0.11691
24,1,3,0.13583
1,1,4,0.11891
2,1,4,0.11573
3,1,4,0.10019
4,1,4,0.10974
5,1,4,0.13169
6,1,4,0.11994
7,1,4,0.12002
8,1,4,0.083387
9,1,4,0.081086
10,1,4,0.11664
11,1,4,0.09444
12,1,4,0.1013
13,1,4,0.098961
14,1,4,0.09603
15,1,4,0.093382
16,1,4,0.089263
17,1,4,0.18692
18,1,4,0.097793
19,1,4,0.091386
20,1,4,0.10721
21,1,4,0.081844
22,1,4,0.08367
23,1,4,0.098901
24,1,4,0.11283
1,1,5,0.10708
2,1,5,0.10972
3,1,5,0.095349
4,1,5,0.10125
5,1,5,0.13241
6,1,5,0.11575
7,1,5,0.11518
8,1,5,0.07593
9,1,5,0.072618
10,1,5,0.10767
11,1,5,0.088996
12,1,5,0.095848
13,1,5,0.08861
14,1,5,0.08808
15,1,5,0.08932
16,1,5,0.08011
17,1,5,0.18484
18,1,5,0.1031
19,1,5,0.090292
20,1,5,0.095733
21,1,5,0.074504
22,1,5,0.078093
23,1,5,0.089784
24,1,5,0.13106
1,1,6,0.10228
2,1,6,0.11921
3,1,6,0.098194
4,1,6,0.097746
5,1,6,0.13988
6,1,6,0.11596
7,1,6,0.12283
8,1,6,0.068945
9,1,6,0.071175
10,1,6,0.10034
11,1,6,0.082226
12,1,6,0.092261
13,1,6,0.079782
14,1,6,0.078992
15,1,6,0.089822
16,1,6,0.073046
17,1,6,0.19214
18,1,6,0.11275
